minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
1033,acceptable,4.914703902,4.54,2.03,2.65,4.69,1,2.82,7.93,3.32,4.05,32.8,93.3
1034,acceptable,4.914703902,4.61,2.01,2.68,4.65,1.04,2.8,7.13,3.32,3.88,32.7,93.3
1035,acceptable,4.914703902,4.63,2.07,2.67,4.65,1.04,2.82,7.42,3.33,3.97,32.7,93.3
1036,acceptable,4.914703902,4.65,2.04,2.78,4.65,1.03,2.82,7.93,3.3,3.86,32.8,93.3
1037,acceptable,4.914703902,4.65,2.03,2.65,4.6,1.02,2.84,7.05,3.33,4.01,32.7,93.3
1038,acceptable,4.914703902,4.63,2.07,2.65,4.6,1.02,2.82,7.71,3.33,3.99,32.7,93.3
1039,acceptable,4.914703902,4.67,2.07,2.7,4.63,1.03,2.82,7.13,3.38,4.03,32.7,93.3
1040,acceptable,4.914703902,4.69,2.06,2.68,4.65,1.04,2.82,7.62,3.33,4.05,32.7,93.3
1041,acceptable,4.914703902,4.63,2.04,2.61,4.65,1.08,2.82,7.11,3.32,3.96,32.7,93.3
1042,acceptable,4.914703902,4.67,2.03,2.67,4.65,1.03,2.77,7.11,3.32,4.01,32.7,93.3
1043,acceptable,4.914703902,4.61,2.07,2.68,4.69,1,2.79,7.16,3.26,4.03,32.7,93.4
1044,acceptable,4.914703902,4.59,2.06,2.65,4.63,1.01,2.79,7.08,3.26,4.05,32.7,93.4
1045,acceptable,4.914703902,4.59,2.06,2.65,4.58,1.02,2.76,7.87,3.23,3.97,32.7,93.4
1046,acceptable,4.914703902,4.52,2.03,2.67,4.6,1.03,2.74,7.39,3.21,3.99,32.7,93.4
1047,acceptable,4.914703902,4.48,2.06,2.65,4.58,1,2.76,7.81,3.21,3.99,32.7,93.4
1048,acceptable,4.914703902,4.5,2.06,2.68,4.63,1,2.76,7.02,3.25,3.96,32.6,93.3
1049,acceptable,4.914703902,4.57,2.06,2.68,4.65,1,2.77,6.86,3.23,3.99,32.6,93.3
1050,acceptable,4.914703902,4.54,2.07,2.67,4.63,1,2.76,7.6,3.25,4.01,32.6,93.3
1051,acceptable,4.914703902,4.5,2.07,2.7,4.5,1,2.76,7.62,3.26,4.05,32.6,93.3
1052,acceptable,4.914703902,4.4,2.06,2.67,4.52,1.01,2.73,6.86,3.25,3.9,32.6,93.4
1053,acceptable,4.914703902,4.46,2.04,2.68,4.65,1.02,2.76,7,3.23,3.96,32.6,93.3
1054,acceptable,4.914703902,4.48,2.06,2.68,4.6,1,2.76,7.75,3.21,3.9,32.6,93.4
1055,acceptable,4.914703902,4.5,2.04,2.68,4.65,1,2.73,7.57,3.21,3.94,32.6,93.4
1056,acceptable,4.914703902,4.5,2.06,2.68,4.65,1,2.74,7.84,3.2,4.03,32.6,93.3
1057,acceptable,4.914703902,4.48,2.07,2.68,4.63,1.01,2.73,7.11,3.23,3.97,32.6,93.4
1058,acceptable,4.914703902,4.46,2.06,2.65,4.58,1.02,2.7,8.05,3.18,3.88,32.6,93.3
1059,acceptable,4.914703902,4.46,2.07,2.67,4.6,1,2.73,7.78,3.2,3.86,32.6,93.4
1060,acceptable,4.914703902,4.42,2.04,2.68,4.63,1.01,2.73,7.19,3.21,3.92,32.5,93.3
1061,acceptable,4.914703902,4.46,2.03,2.67,4.65,1.01,2.71,7.62,3.21,3.97,32.5,93.3
1062,acceptable,4.914703902,4.48,2.07,2.68,4.56,1.03,2.71,8.12,3.2,4.05,32.5,93.4
1063,acceptable,4.914703902,4.5,2.07,2.67,4.54,1.02,2.74,7.08,3.2,3.92,32.5,93.4
1064,acceptable,4.914703902,4.52,2.03,2.68,4.63,1.01,2.73,7,3.21,3.94,32.5,93.4
1065,acceptable,4.914703902,4.61,2.03,2.96,4.58,1.03,2.71,7.99,3.23,4.03,32.5,93.4
1066,acceptable,4.914703902,4.63,2.03,2.7,4.58,1.03,2.73,7.13,3.2,3.9,32.5,93.4
1067,acceptable,4.914703902,4.59,2.03,2.7,4.63,0.99,2.71,6.91,3.21,3.97,32.5,93.4
1068,acceptable,4.914703902,4.63,2.04,2.7,4.6,1.03,2.74,7.11,3.21,3.92,32.5,93.4
1069,acceptable,4.914703902,4.61,2.08,2.67,4.58,1.03,2.77,7.54,3.26,4.03,32.5,93.4
1070,acceptable,4.914703902,4.69,2.07,2.7,4.6,1.02,2.77,7.13,3.28,3.99,32.5,93.4
1071,acceptable,4.914703902,4.73,2.08,2.7,4.6,1.03,2.77,7,3.25,4.07,32.4,93.3
1072,acceptable,4.914703902,4.65,2.06,2.68,4.56,1,2.82,6.83,3.25,4.09,32.5,93.4
1073,acceptable,4.914703902,4.73,2.08,2.68,4.54,1.04,2.77,7.78,3.23,4.07,32.4,93.3
1074,acceptable,4.914703902,4.73,2.06,2.7,4.6,1.03,2.77,7.42,3.23,4.03,32.5,93.4
1075,acceptable,4.914703902,4.73,2.07,2.7,4.67,1.03,2.79,6.94,3.25,4.01,32.4,93.4
1076,acceptable,4.914703902,4.73,2.1,2.68,4.6,1.03,2.77,7.45,3.26,4.03,32.4,93.4
1077,acceptable,4.914703902,4.78,2.06,2.72,4.67,1,2.79,7,3.26,4.15,32.4,93.4
1078,acceptable,4.914703902,4.78,2.06,2.68,4.65,1.02,2.79,7.05,3.28,3.96,32.4,93.4
1079,acceptable,4.914703902,4.78,2.08,2.68,4.56,1.03,2.74,7.05,3.25,4.03,32.4,93.4
1080,acceptable,4.914703902,4.73,2.07,2.65,4.6,1.01,2.77,7.39,3.28,4.01,32.4,93.4
1081,acceptable,4.934685924,4.8,2.06,2.72,4.63,1,2.74,7,3.23,4.01,32.3,93.4
1082,acceptable,4.934685924,4.71,2.07,2.68,4.56,1.02,2.71,7.13,3.2,4.13,32.3,93.4
1083,acceptable,4.934685924,4.73,2.07,2.7,4.54,1.02,2.67,7.05,3.16,3.96,32.4,93.4
1084,acceptable,4.934685924,4.73,2.08,2.68,4.58,1.03,2.65,7.05,3.18,4.07,32.3,93.4
1085,acceptable,4.934685924,4.69,2.06,2.7,4.6,1.02,2.67,7.45,3.11,4.23,32.4,93.4
1086,acceptable,4.934685924,4.65,2.07,2.67,4.54,1.02,2.68,7.71,3.13,4.13,32.4,93.4
1087,acceptable,4.934685924,4.71,2.07,2.81,4.58,1.03,2.7,7.93,3.16,4.07,32.4,93.4
1088,acceptable,4.934685924,4.67,2.07,2.68,4.6,1.02,2.71,7.65,3.15,4.21,32.3,93.4
1089,acceptable,4.934685924,4.69,2.07,2.67,4.54,1.02,2.64,6.81,3.13,4.03,32.3,93.4
1090,acceptable,4.934685924,4.67,2.06,2.68,4.56,1.03,2.64,7.54,3.13,4.13,32.3,93.4
1091,acceptable,4.934685924,4.67,2.03,2.68,4.6,1.02,2.67,6.91,3.13,4.05,32.3,93.4
1092,acceptable,4.934685924,4.69,2.07,2.68,4.52,1.02,2.68,7.68,3.15,4.03,32.3,93.4
1093,acceptable,4.934685924,4.69,2.07,2.67,4.52,1.04,2.64,7,3.13,3.97,32.3,93.4
1094,acceptable,4.934685924,4.63,2,2.65,4.56,1,2.7,6.83,3.13,4.05,32.3,93.4
1095,acceptable,4.934685924,4.63,2.01,2.68,4.58,1,2.73,7.87,3.16,4.03,32.3,93.4
1096,acceptable,4.934685924,4.71,2,2.7,4.56,1.02,2.67,7.51,3.15,4.09,32.3,93.4
1097,acceptable,4.934685924,4.67,2.03,2.67,4.54,1.02,2.62,7.02,3.2,4.13,32.3,93.4
1098,acceptable,4.934685924,4.65,2.01,2.68,4.58,1.02,2.55,6.83,3.13,4.05,32.2,93.3
1099,acceptable,4.934685924,4.65,2,2.7,4.63,1,2.65,6.97,3.1,4.09,32.2,93.3
1100,acceptable,4.934685924,4.63,1.98,2.68,4.56,1,2.67,6.94,3.1,3.99,32.2,93.3
1101,acceptable,4.934685924,4.4,1.98,2.67,4.34,1,2.49,6.7,2.97,3.99,32.2,93.4
1102,acceptable,4.934685924,4.3,2,2.65,4.36,1.01,2.46,6.7,2.95,3.81,32.2,93.3
1103,acceptable,4.934685924,4.3,1.96,2.67,4.4,1.01,2.47,6.81,2.93,3.79,32.2,93.3
1104,acceptable,4.934685924,4.22,1.94,2.65,4.46,1,2.49,6.73,2.92,3.9,32.2,93.3
1105,acceptable,4.934685924,4.28,1.98,2.67,4.42,1.02,2.49,7.3,2.97,3.86,32.2,93.4
1106,acceptable,4.934685924,4.22,1.97,2.65,4.48,1,2.53,6.73,2.93,3.9,32.2,93.4
1107,acceptable,4.934685924,4.26,1.98,2.67,4.48,1.02,2.52,6.86,2.97,3.9,32.1,93.4
1108,acceptable,4.934685924,4.26,1.94,2.67,4.5,1,2.55,7.11,2.95,3.84,32.2,93.4
1109,acceptable,4.934685924,4.26,1.94,2.64,4.48,1,2.56,6.91,2.97,3.86,32.2,93.5
1110,acceptable,4.934685924,4.34,1.94,2.68,4.52,1,2.55,6.83,2.97,3.86,32.1,93.4
1111,acceptable,4.934685924,4.36,1.93,2.68,4.5,1.03,2.53,7.13,2.97,3.92,32.1,93.4
1112,acceptable,4.934685924,4.36,1.93,2.67,4.5,1.03,2.55,6.91,2.97,3.9,32.1,93.4
1113,acceptable,4.934685924,4.34,1.97,2.65,4.52,1,2.61,6.73,2.98,3.84,32.1,93.4
1114,acceptable,4.934685924,4.38,1.98,2.65,4.46,1.02,2.43,6.89,3.01,3.9,32.1,93.4
1115,acceptable,4.934685924,4.42,1.97,2.65,4.48,1.01,2.61,7.75,3.03,3.88,32.1,93.4
1116,acceptable,4.934685924,4.42,1.94,2.64,4.52,1,2.64,6.65,3.06,3.73,32.1,93.5
1117,acceptable,4.934685924,4.5,1.94,2.68,4.52,1.02,2.67,7.57,3.03,3.96,32.1,93.5
1118,acceptable,4.934685924,4.52,1.97,2.68,4.48,1.02,2.65,6.97,3.1,3.94,32.1,93.5
1119,acceptable,4.934685924,4.59,1.97,2.68,4.52,1.03,2.68,7.51,3.11,3.92,32.1,93.5
1120,acceptable,4.934685924,4.61,1.96,2.68,4.5,1.02,2.7,7.75,3.1,3.96,32.1,93.5
1121,acceptable,4.934685924,4.59,2.01,2.67,4.48,1.01,2.71,7.65,3.11,3.94,32.1,93.6
1122,acceptable,4.934685924,4.63,1.98,2.68,4.48,1.03,2.67,6.73,3.1,3.92,32.1,93.6
1123,acceptable,4.934685924,4.65,1.97,2.78,4.5,1.02,2.7,7,3.08,3.96,32,93.5
1124,acceptable,4.934685924,4.63,1.98,2.67,4.52,1,2.7,7.57,3.08,4.05,32,93.5
1125,acceptable,4.934685924,4.67,2.01,2.7,4.48,1.02,2.68,7.75,3.11,4.03,32.1,93.6
1126,acceptable,4.934685924,4.69,1.98,2.67,4.46,1.03,2.7,7.05,3.13,3.99,32.1,93.6
1127,acceptable,4.934685924,4.73,1.97,2.7,4.46,1.02,2.71,6.97,3.15,3.96,32,93.5
1128,acceptable,4.934685924,4.67,1.98,2.68,4.48,1.01,2.71,8.51,3.13,4.01,32,93.5
1129,acceptable,4.934685924,4.73,2.03,2.68,4.46,1.03,2.7,6.94,3.15,3.99,32.1,93.6
1130,acceptable,4.934685924,4.69,2.03,2.67,4.34,1.01,2.59,7.6,3.03,4.07,32,93.5
1131,acceptable,4.934685924,4.57,2,2.68,4.32,1.02,2.55,7.48,2.97,4.03,32,93.6
1132,acceptable,4.934685924,4.5,2,2.67,4.36,1.01,2.56,7.08,2.95,3.92,32,93.5
1133,acceptable,4.934685924,4.52,2.03,2.67,4.38,1.02,2.56,6.78,2.98,3.94,32,93.5
1134,acceptable,4.934685924,4.5,2.01,2.68,4.42,1.03,2.56,7.65,2.97,3.96,32,93.5
1135,acceptable,4.934685924,4.52,2,2.68,4.4,1.01,2.61,7.25,2.98,3.92,32,93.5
1136,acceptable,4.934685924,4.57,1.94,2.7,4.44,1.02,2.62,7.11,3.01,3.96,32,93.6
1137,acceptable,4.934685924,4.57,1.98,2.65,4.4,1,2.67,7.16,3.05,3.92,32,93.6
1138,acceptable,4.934685924,4.59,1.94,2.7,4.46,1,2.65,6.62,3.06,4.01,32,93.5
1139,acceptable,4.934685924,4.59,1.93,2.68,4.38,1.01,2.65,7.45,3.08,3.96,32,93.5
1140,acceptable,4.934685924,4.57,1.97,2.68,4.42,1,2.64,7.39,3.06,3.94,32,93.6
1141,acceptable,4.949518895,4.61,1.93,2.7,4.46,1,2.67,7.81,3.05,4.01,32,93.6
1142,acceptable,4.949518895,4.65,1.96,2.7,4.42,1.02,2.67,6.81,3.08,3.86,32,93.6
1143,acceptable,4.949518895,4.63,1.94,2.68,4.46,1,2.65,6.97,3.06,3.96,32,93.6
1144,acceptable,4.949518895,4.65,1.97,2.68,4.4,1,2.65,6.89,3.01,4.03,31.9,93.6
1145,acceptable,4.949518895,4.65,1.94,2.72,4.46,1,2.65,7.6,3.06,3.97,31.9,93.6
1146,acceptable,4.949518895,4.52,1.97,2.68,4.3,0.99,2.55,7.11,2.92,3.92,32,93.7
1147,acceptable,4.949518895,4.54,1.96,2.7,4.32,1.01,2.53,7.51,2.93,3.97,32,93.7
1148,acceptable,4.949518895,4.59,1.96,2.7,4.36,1.02,2.56,7.13,2.98,3.97,31.9,93.7
1149,acceptable,4.949518895,4.54,1.96,2.68,4.4,1,2.62,6.89,2.97,3.99,32,93.7
1150,acceptable,4.949518895,4.59,1.94,2.68,4.44,1,2.62,6.81,3.01,3.94,32,93.7
1151,acceptable,4.949518895,4.63,2.03,2.68,4.4,1,2.64,6.89,3,4.03,32,93.7
1152,acceptable,4.949518895,4.63,1.98,2.7,4.46,1,2.64,7.39,3.03,4.05,31.9,93.7
1153,acceptable,4.949518895,4.63,2.01,2.72,4.38,1.02,2.55,6.67,2.93,3.99,31.9,93.7
1154,acceptable,4.949518895,4.24,2,2.8,4.44,1.02,2.52,7.62,2.89,3.88,31.9,93.7
1155,acceptable,4.949518895,4.46,2,2.7,4.4,1,2.56,6.7,2.9,3.99,31.9,93.7
1156,acceptable,4.949518895,4.46,2.01,2.7,4.34,1.02,2.58,7.6,2.93,3.9,31.9,93.7
1157,acceptable,4.949518895,4.48,1.98,2.68,4.34,1.03,2.58,7.22,2.97,3.96,31.9,93.7
1158,acceptable,4.949518895,4.5,1.97,2.68,4.4,1,2.61,7.62,2.92,3.92,31.9,93.7
1159,acceptable,4.949518895,4.57,1.97,2.7,4.46,0.85,2.68,7.57,2.97,3.97,31.9,93.7
1160,acceptable,4.949518895,4.61,1.94,2.7,4.4,1.02,2.59,7.22,2.98,3.97,31.9,93.7
1161,acceptable,4.949518895,4.61,2,2.7,4.42,1.01,2.59,7.25,3.01,3.96,31.9,93.7
1162,acceptable,4.949518895,4.65,1.98,2.7,4.36,1.02,2.55,7.36,2.95,3.96,31.8,93.7
1163,acceptable,4.949518895,4.46,1.96,2.7,4.3,1.02,2.46,6.7,2.85,3.88,31.8,93.7
1164,acceptable,4.949518895,4.44,2.29,2.67,4.3,0.99,2.47,6.7,2.48,3.97,31.9,93.7
1165,acceptable,4.949518895,4.42,1.96,2.7,4.32,1.01,2.44,6.89,2.85,3.84,31.8,93.7
1166,acceptable,4.949518895,4.36,1.96,2.68,4.34,1.01,2.47,6.62,2.85,3.88,31.9,93.8
1167,acceptable,4.949518895,4.38,1.93,2.68,4.38,1,2.49,6.73,2.81,3.92,31.8,93.8
1168,acceptable,4.949518895,4.36,1.93,2.68,4.34,0.99,2.5,6.54,2.84,3.9,31.8,93.7
1169,acceptable,4.949518895,4.36,1.98,2.67,4.38,1.01,2.47,7.71,2.85,3.86,31.8,93.8
1170,acceptable,4.949518895,4.38,1.98,2.68,4.4,1,2.49,7.28,2.82,3.9,31.8,93.8
1171,acceptable,4.949518895,4.36,1.98,2.68,4.38,1,2.52,6.89,2.82,3.82,31.8,93.8
1172,acceptable,4.949518895,4.4,1.98,2.67,4.36,1.01,2.49,7.33,2.85,3.79,31.8,93.8
1173,acceptable,4.949518895,4.44,1.97,2.7,4.4,1.02,2.47,6.62,2.85,3.84,31.8,93.8
1174,acceptable,4.949518895,4.42,2.01,2.67,4.36,1.01,2.5,6.81,2.82,3.84,31.8,93.9
1175,acceptable,4.949518895,4.38,1.94,2.68,4.42,1,2.49,6.78,2.79,3.86,31.8,93.9
1176,acceptable,4.949518895,4.36,1.98,2.68,4.42,1,2.49,6.73,2.79,3.81,31.8,93.8
1177,acceptable,4.949518895,4.34,1.98,2.67,4.36,1.01,2.46,7.11,2.79,3.79,31.8,93.8
1178,acceptable,4.949518895,4.36,1.96,2.68,4.38,1,2.5,7.13,2.81,3.81,31.8,93.9
1179,acceptable,4.949518895,4.36,2,2.65,4.36,0.99,2.53,6.78,2.85,3.75,31.8,93.8
1180,acceptable,4.949518895,4.48,1.98,2.68,4.38,1.01,2.53,6.62,2.85,3.82,31.8,93.8
1181,acceptable,4.949518895,4.52,1.96,2.67,4.38,1.01,2.56,6.62,2.87,3.92,31.7,93.7
1182,acceptable,4.949518895,4.59,2,2.68,4.4,1.02,2.55,6.54,2.9,3.9,31.7,93.7
1183,acceptable,4.949518895,4.57,2,2.68,4.4,1.02,2.55,6.83,2.87,3.94,31.7,93.8
1184,acceptable,4.949518895,4.46,2,2.65,4.38,0.99,2.5,7.3,2.79,3.94,31.8,93.8
1185,acceptable,4.949518895,4.52,2.01,2.65,4.36,1.01,2.52,6.7,2.85,3.86,31.8,93.8
1186,acceptable,4.949518895,4.54,1.98,2.65,4.38,1.02,2.53,6.7,2.84,3.94,31.7,93.8
1187,acceptable,4.949518895,4.63,1.98,2.68,4.4,1.01,2.5,7.13,2.93,3.92,31.8,93.8
1188,acceptable,4.949518895,4.65,2.01,2.67,4.4,1.01,2.53,7.71,2.92,3.9,31.7,93.8
1189,acceptable,4.949518895,4.65,1.97,2.67,4.44,0.99,2.56,6.97,2.93,3.94,31.7,93.9
1190,acceptable,4.949518895,4.69,2.01,2.65,4.44,1,2.58,6.78,2.97,4.01,31.7,93.8
1191,acceptable,4.949518895,4.75,1.97,2.68,4.42,1.03,2.55,6.86,2.98,3.97,31.7,93.8
1192,acceptable,4.949518895,4.71,1.97,2.65,4.46,1,2.47,6.44,3,3.96,31.7,93.9
1193,acceptable,4.949518895,4.8,1.97,2.65,4.42,0.99,2.44,6.7,2.97,4.05,31.7,93.9
1194,acceptable,4.949518895,4.75,1.97,2.68,4.46,0.99,2.44,7.36,2.97,3.99,31.7,93.9
1195,acceptable,4.949518895,4.75,1.98,2.65,4.46,1,2.43,6.67,3,4.09,31.7,93.9
1196,acceptable,4.949518895,4.78,1.97,2.65,4.46,0.99,2.49,7.51,2.97,3.99,31.7,93.9
1197,acceptable,4.949518895,4.82,1.97,2.65,4.44,1.01,2.41,6.86,2.98,3.94,31.7,94
1198,acceptable,4.949518895,4.82,1.98,2.67,4.42,1.01,2.44,6.65,2.95,3.96,31.7,93.9
1199,acceptable,4.949518895,4.82,1.98,2.67,4.48,1.02,2.43,7.28,3.03,4.01,31.7,93.9
1200,acceptable,4.949518895,4.8,1.94,2.68,4.44,1.02,2.41,6.7,2.98,4.01,31.7,93.9
1201,acceptable,4.955512695,4.82,1.96,2.67,4.46,1.01,2.41,7.11,2.98,3.99,31.7,93.9
1202,acceptable,4.955512695,4.78,1.96,2.68,4.48,1,2.4,7.22,2.93,3.99,31.7,93.9
1203,acceptable,4.955512695,4.71,1.94,2.68,4.46,0.99,2.43,6.49,2.89,4.01,31.7,93.9
1204,acceptable,4.955512695,4.71,1.97,2.68,4.44,1,2.4,6.57,2.89,3.99,31.7,94
1205,acceptable,4.955512695,4.73,1.97,2.7,4.42,1.01,2.4,7.33,2.89,4.01,31.7,93.9
1206,acceptable,4.955512695,4.57,1.98,2.67,4.26,1.02,2.27,7.42,2.73,3.88,31.6,93.9
1207,acceptable,4.955512695,4.52,1.97,2.67,4.3,0.99,2.33,6.57,2.76,3.84,31.7,93.9
1208,acceptable,4.955512695,4.54,1.98,2.65,4.38,0.99,1.98,6.57,2.79,3.92,31.6,93.9
1209,acceptable,4.955512695,4.67,1.94,2.7,4.36,1.02,2.33,7.08,2.82,3.92,31.7,94
1210,acceptable,4.955512695,4.63,1.98,2.65,4.4,0.99,2.38,7.13,2.84,3.97,31.7,94
1211,acceptable,4.955512695,4.61,1.94,2.67,4.24,1,2.24,7.08,2.7,3.88,31.7,94
1212,acceptable,4.955512695,4.4,1.97,2.68,4.26,0.99,2.24,7.11,2.68,3.86,31.6,94
1213,acceptable,4.955512695,4.4,1.97,2.64,4.28,1.02,2.23,7.13,2.65,3.82,31.6,93.9
1214,acceptable,4.955512695,4.32,1.96,2.64,4.3,0.99,2.24,7.08,2.65,3.84,31.7,94
1215,acceptable,4.955512695,4.34,1.94,2.67,4.34,1.01,2.24,6.49,2.63,3.79,31.6,94
1216,acceptable,4.955512695,4.32,1.92,2.72,4.36,0.99,2.27,7.08,2.65,3.88,31.6,93.9
1217,acceptable,4.955512695,4.38,1.96,2.67,4.36,1.01,2.27,6.57,2.7,3.75,31.6,94
1218,acceptable,4.955512695,4.44,1.96,2.67,4.38,1.01,2.31,6.62,2.7,3.84,31.6,93.9
1219,acceptable,4.955512695,4.48,1.92,2.67,4.44,1,2.34,7.45,2.71,3.82,31.6,93.9
1220,acceptable,4.955512695,4.54,1.96,2.68,4.42,1.02,2.34,7.42,2.77,3.82,31.6,93.9
1221,acceptable,4.955512695,4.59,1.97,2.67,4.44,1.01,2.2,7.3,2.81,3.84,31.6,93.9
1222,acceptable,4.955512695,4.63,1.94,2.68,4.5,1,2.37,7.02,2.82,3.86,31.6,94
1223,acceptable,4.955512695,4.67,1.97,2.67,4.36,1.02,2.35,7.22,2.84,3.9,31.6,94
1224,acceptable,4.955512695,4.61,1.96,2.7,4.42,0.99,2.38,7.16,2.82,3.84,31.6,94
1225,acceptable,4.955512695,4.67,1.98,2.65,4.42,1.02,2.37,6.75,2.85,3.86,31.6,93.9
1226,acceptable,4.955512695,4.69,1.96,2.67,4.44,1.02,2.38,7.42,2.82,3.94,31.6,94
1227,acceptable,4.955512695,4.65,1.94,2.68,4.48,1,2.38,6.65,2.9,3.92,31.6,94
1228,acceptable,4.955512695,4.71,1.93,2.68,4.5,1,2.4,6.7,2.85,3.92,31.6,94
1229,acceptable,4.955512695,4.75,1.97,2.68,4.48,1.02,2.37,7.16,2.89,3.86,31.6,94
1230,acceptable,4.955512695,4.78,1.98,2.7,4.46,1.02,2.38,7.05,2.87,3.96,31.6,94
1231,acceptable,4.955512695,4.8,1.94,2.67,4.48,1.01,2.4,6.6,2.89,3.92,31.5,94
1232,acceptable,4.955512695,4.78,1.98,2.67,4.46,1.02,2.4,6.62,2.89,4.01,31.5,94
1233,acceptable,4.955512695,4.8,1.94,2.68,4.46,1.02,2.38,7.57,2.92,3.94,31.5,94
1234,acceptable,4.955512695,4.82,1.97,2.7,4.46,1.02,2.41,6.57,2.93,3.97,31.5,94.1
1235,acceptable,4.955512695,4.78,1.93,2.68,4.5,1,2.43,7.22,2.92,4.05,31.6,94.1
1236,acceptable,4.955512695,4.82,1.97,2.68,4.44,1.02,2.4,6.32,2.93,4.05,31.5,94.1
1237,acceptable,4.955512695,4.8,1.94,2.68,4.5,1,2.49,6.57,2.93,4.05,31.5,94.1
1238,acceptable,4.955512695,4.67,1.94,2.67,4.2,1.02,2.24,6.54,2.68,3.94,31.6,94.2
1239,acceptable,4.955512695,4.44,1.93,2.64,4.28,0.99,2.24,7.25,2.63,3.82,31.5,94.1
1240,acceptable,4.955512695,4.4,1.93,2.65,4.32,1.01,2.21,6.89,2.62,3.82,31.5,94.1
1241,acceptable,4.955512695,4.32,1.93,2.64,4.34,0.99,2.24,6.32,2.59,3.75,31.5,94.2
1242,acceptable,4.955512695,4.38,1.93,2.67,4.42,0.99,2.25,6.32,2.6,3.86,31.5,94.2
1243,acceptable,4.955512695,4.38,1.89,2.65,4.4,1.02,2.25,6.39,2.62,3.84,31.5,94.1
1244,acceptable,4.955512695,4.36,1.93,2.65,4.4,0.99,2.27,6.97,2.63,3.79,31.5,94.2
1245,acceptable,4.955512695,4.4,1.92,2.68,4.4,1.02,2.27,7.11,2.67,3.82,31.5,94.2
1246,acceptable,4.955512695,4.42,1.9,2.68,4.42,1.02,2.35,6.97,2.68,3.81,31.5,94.2
1247,acceptable,4.955512695,4.48,1.89,2.68,4.4,1.01,2.3,6.73,2.71,3.77,31.5,94.2
1248,acceptable,4.955512695,4.46,1.92,2.65,4.44,1.01,2.3,7.28,2.7,3.84,31.5,94.2
1249,acceptable,4.955512695,4.57,1.89,2.68,4.46,1,2.3,6.44,2.74,3.86,31.5,94.2
1250,acceptable,4.955512695,4.54,1.89,2.67,4.46,1,2.33,6.91,2.71,3.81,31.5,94.2
1251,acceptable,4.955512695,4.5,1.93,2.65,4.4,1,2.34,6.89,2.71,3.88,31.5,94.2
1252,acceptable,4.955512695,4.54,1.9,2.65,4.46,1,2.34,6.86,2.71,3.9,31.5,94.2
1253,acceptable,4.955512695,4.63,1.89,2.68,4.46,1.02,2.34,6.47,2.76,3.94,31.5,94.2
1254,acceptable,4.955512695,4.67,1.89,2.68,4.46,1.03,2.34,6.17,2.79,3.94,31.5,94.2
1255,acceptable,4.955512695,4.63,1.89,2.65,4.48,0.99,2.35,6.49,2.79,3.9,31.5,94.2
1256,acceptable,4.955512695,4.71,1.89,2.68,4.48,1.02,2.34,7.13,2.76,3.92,31.5,94.2
1257,acceptable,4.955512695,4.67,1.93,2.65,4.44,1.01,2.34,6.86,2.79,3.94,31.5,94.2
1258,acceptable,4.955512695,4.71,1.89,2.67,4.44,1.02,2.33,6.44,2.81,3.92,31.5,94.2
1259,acceptable,4.955512695,4.67,1.92,2.68,4.48,1,2.34,7.05,2.77,3.96,31.4,94.2
1260,acceptable,4.955512695,4.73,1.94,2.68,4.48,1.02,2.34,6.91,2.81,3.86,31.4,94.1
1261,spoiled,5.000637268,4.71,1.89,2.68,4.54,1,2.35,6.94,2.81,3.94,31.4,94.1
1262,spoiled,5.000637268,4.8,1.96,2.68,4.5,1.02,2.38,6.6,2.87,3.97,31.4,94.1
1263,spoiled,5.000637268,4.75,1.89,2.67,4.54,1,2.4,7.16,2.89,3.99,31.4,94.2
1264,spoiled,5.000637268,4.8,1.89,2.68,4.54,1,2.4,6.86,2.92,3.96,31.4,94.2
1265,spoiled,5.000637268,4.91,1.96,2.72,4.52,1.02,2.38,6.42,2.87,4.05,31.4,94.2
1266,spoiled,5.000637268,4.84,1.9,2.67,4.56,1,2.43,6.83,2.87,4.05,31.4,94.2
1267,spoiled,5.000637268,4.93,1.96,2.7,4.54,1.02,2.37,6.24,2.9,4.07,31.4,94.2
1268,spoiled,5.000637268,4.93,1.96,2.68,4.52,1.02,2.37,6.34,2.92,4.07,31.4,94.2
1269,spoiled,5.000637268,4.88,1.93,2.68,4.54,1,2.43,6.94,2.92,4.03,31.4,94.2
1270,spoiled,5.000637268,4.93,1.94,2.7,4.52,1.02,2.4,6.32,2.95,4.01,31.4,94.3
1271,spoiled,5.000637268,4.95,1.96,2.68,4.5,1.01,2.41,6.91,2.97,4.07,31.4,94.2
1272,spoiled,5.000637268,4.93,1.96,2.68,4.56,1,2.4,6.44,2.97,4.05,31.4,94.3
1273,spoiled,5.000637268,4.97,1.97,2.8,4.54,1.17,2.38,6.49,2.95,4.07,31.4,94.3
1274,spoiled,5.000637268,4.93,1.96,2.65,4.56,1,2.43,6.47,2.93,4.09,31.4,94.3
1275,spoiled,5.000637268,4.97,1.98,2.68,4.5,1.01,2.41,6.86,2.98,4.03,31.4,94.3
1276,spoiled,5.000637268,4.93,1.97,2.7,4.56,1,2.38,6.83,2.95,4.11,31.4,94.3
1277,spoiled,5.000637268,4.93,1.96,2.68,4.54,1,2.33,6.83,2.89,4.07,31.4,94.3
