minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
1,excellent,2.23268,24.06,19.75,41.54,19.34,39.83,38.89,32.94,40.54,13.24,30,60.9
2,excellent,2.23268,23.95,20.01,41.8,19.18,39.02,39.13,38.73,38.59,12.98,29.9,61.8
3,excellent,2.23268,24.29,19.83,40.03,18.93,40.67,38.18,29.82,41.05,12.77,29.8,62.7
4,excellent,2.23268,24.06,20.01,42.07,18.76,40.39,38.65,29.82,47.48,13.13,29.7,63.5
5,excellent,2.23268,24.75,19.75,41.54,18.76,47.1,36.38,30,42.38,12.67,29.7,64.1
6,excellent,2.23268,24.63,19.57,41.28,18.84,38.24,39.87,38.46,40.04,13.24,29.6,64.8
7,excellent,2.23268,24.29,19.66,40.27,18.84,39.83,37.95,28.27,39.3,13.08,29.6,65.4
8,excellent,2.23268,24.99,19.57,41.28,18.76,40.39,37.95,29.64,40.04,13.13,29.6,66
9,excellent,2.23268,25.23,19.49,41.8,18.36,41.83,38.18,34.47,40.04,13.13,29.5,66.4
10,excellent,2.23268,25.11,20.46,39.78,18.44,41.25,37.95,35.88,39.55,13.29,29.6,66.9
11,excellent,2.23268,24.52,19.49,45.76,18.44,40.11,38.89,38.18,39.3,13.29,29.5,67.2
12,excellent,2.23268,23.39,19.57,39.54,18.52,39.29,38.89,36.88,40.54,12.98,29.5,67.6
13,excellent,2.23268,23.95,19.32,40.03,18.2,40.67,38.89,30.18,39.55,13.45,29.5,68
14,excellent,2.23268,23.5,20.73,40.52,18.36,39.29,38.41,36.62,40.04,13.03,29.5,68.4
15,excellent,2.23268,24.06,20.55,40.52,18.13,37.98,42.52,41.98,39.79,13.34,29.5,68.8
16,excellent,2.23268,23.83,19.24,39.78,18.2,42.13,37.26,41.35,40.29,13.4,29.5,69.1
17,excellent,2.23268,23.61,19.32,40.03,18.13,40.39,38.89,31.32,42.94,13.4,29.5,69.4
18,excellent,2.23268,23.28,19.24,39.78,18.05,39.56,37.95,30.18,43.22,13.13,29.5,69.7
19,excellent,2.23268,22.96,19.24,39.78,17.89,40.67,38.41,34.47,39.55,13.24,29.5,70
20,excellent,2.23268,23.95,19.32,38.83,17.97,39.83,38.41,28.27,37.22,12.77,29.5,70.1
21,excellent,2.23268,23.39,18.99,39.07,17.89,39.83,38.65,37.13,39.79,12.92,29.5,70.3
22,excellent,2.23268,24.17,18.99,37.25,17.74,40.96,38.65,36.37,39.3,13.29,29.6,70.7
23,excellent,2.23268,23.83,19.07,39.07,17.82,39.83,38.65,29.11,39.55,12.98,29.6,71
24,excellent,2.23268,23.5,19.32,40.03,17.67,40.39,37.95,30.55,39.79,13.08,29.6,71.2
25,excellent,2.23268,23.83,18.9,38.37,17.89,39.83,39.13,36.37,39.3,13.03,29.6,71.5
26,excellent,2.23268,23.5,18.82,36.6,17.59,39.29,38.18,29.82,39.3,13.29,29.6,71.6
27,excellent,2.23268,23.28,19.07,36.82,17.74,40.11,38.41,40.15,37.9,13.08,29.6,71.9
28,excellent,2.23268,22.96,19.15,42.6,17.74,40.39,38.89,29.46,40.29,11.75,29.6,72
29,excellent,2.23268,23.07,19.15,35.77,17.67,40.39,38.65,30.37,39.3,12.67,29.6,72.3
30,excellent,2.23268,23.39,20.27,38.83,17.59,39.29,38.65,34.25,42.66,12.57,29.7,72.5
31,excellent,2.23268,23.28,20.19,37.69,17.37,40.39,38.41,36.62,39.79,12.67,29.7,72.7
32,excellent,2.23268,22.96,18.74,37.69,17.52,37.23,36.82,28.77,39.55,12.72,29.7,72.9
33,excellent,2.23268,22.96,20.27,35.56,17.44,40.67,37.04,29.82,39.79,12.77,29.7,73.1
34,excellent,2.23268,22.86,18.58,37.91,17.3,41.83,37.95,39.29,40.29,12.67,29.7,73.3
35,excellent,2.23268,22.65,18.82,37.91,17.37,39.56,38.18,37.39,37.44,12.82,29.7,73.5
36,excellent,2.23268,22.54,18.9,36.6,17.44,39.29,38.65,30.37,46.83,12.72,29.7,73.6
37,excellent,2.23268,23.18,18.66,38.14,17.3,39.56,38.89,35.16,44.96,12.57,29.8,74.1
38,excellent,2.23268,22.75,18.58,36.6,17.3,39.02,38.65,38.46,51.34,13.03,29.8,74.3
39,excellent,2.23268,23.18,18.42,37.25,17.15,39.56,37.95,33.36,43.22,12.92,29.8,74.4
40,excellent,2.23268,22.86,18.42,36.18,17.22,39.29,37.95,30.55,40.29,13.13,29.8,74.5
41,excellent,2.23268,23.18,18.42,37.25,17.08,43.05,37.49,29.82,41.32,12.98,29.8,74.6
42,excellent,2.23268,23.07,18.34,35.77,17.08,40.11,37.49,31.12,39.3,13.18,29.8,74.7
43,excellent,2.23268,23.07,18.58,35.77,17.3,38.76,37.26,29.46,39.79,12.77,29.9,75
44,excellent,2.23268,22.86,18.26,34.37,17.15,39.83,38.18,30,39.55,12.87,29.9,75.1
45,excellent,2.23268,23.39,18.11,36.18,16.79,40.11,37.72,36.37,40.29,12.67,29.9,75.2
46,excellent,2.23268,23.07,18.5,35.16,16.93,40.11,37.04,31.12,39.79,13.18,29.9,75.3
47,excellent,2.23268,23.28,18.34,34.76,17.01,38.24,42.52,29.82,39.55,13.08,29.9,75.4
48,excellent,2.23268,23.18,17.96,35.16,16.93,38.76,37.95,28.94,40.04,13.18,29.9,75.6
49,excellent,2.23268,22.65,18.11,34.18,17.08,38.76,38.41,33.58,39.3,11.62,30,75.8
50,excellent,2.23268,23.18,18.19,34.76,16.79,39.56,37.72,36.88,39.3,13.08,30,75.9
51,excellent,2.23268,22.75,17.88,34.18,17.01,39.29,37.72,30.18,39.3,12.87,30,76
52,excellent,2.23268,23.18,17.88,33.99,16.86,39.56,37.72,32.31,39.3,12.42,30,76.1
53,excellent,2.23268,22.86,17.8,33.62,16.79,39.02,36.82,38.73,37.44,12.82,30,76.2
54,excellent,2.23268,22.54,17.8,33.43,16.93,38.76,37.72,37.13,37.44,12.98,30,76.3
55,excellent,2.23268,22.65,17.73,32.7,16.86,39.02,38.41,35.16,41.05,12.62,30.1,76.4
56,excellent,2.23268,22.86,17.65,33.43,16.72,39.29,37.95,41.05,40.54,12.57,30.1,76.5
57,excellent,2.23268,22.65,17.21,32.53,16.72,38.5,37.49,30,43.5,13.13,30.1,76.7
58,excellent,2.23268,22.34,17.5,32.7,16.86,38.24,37.95,34.02,43.78,12.52,30.1,76.7
59,excellent,2.23268,22.75,17.21,32.7,16.65,40.11,37.04,42.29,41.58,12.87,30.1,76.8
60,excellent,2.23268,22.54,17.21,31.83,16.65,38.24,37.95,34.25,41.84,12.82,30.2,77
61,excellent,2.38926,22.65,17.28,31.66,16.65,38.5,38.18,33.36,41.32,12.82,30.2,77
62,excellent,2.38926,22.65,17.14,32.18,16.51,38.76,36.6,30.18,42.94,12.72,30.2,77.1
63,excellent,2.38926,22.24,17.36,30.99,16.58,39.29,37.72,30.37,42.94,12.67,30.2,77.1
64,excellent,2.38926,22.24,17.14,30.99,16.58,40.11,38.18,41.35,42.66,12.82,30.2,77.3
65,excellent,2.38926,22.44,16.85,30.99,16.44,39.29,37.04,31.91,41.05,12.92,30.2,77.3
66,excellent,2.38926,22.14,16.78,30.03,16.44,39.02,38.65,40.15,45.88,12.82,30.2,77.4
67,excellent,2.38926,22.14,17,30.5,16.51,37.73,37.72,41.66,44.07,12.62,30.2,77.4
68,excellent,2.38926,22.14,16.85,30.18,16.31,37.48,37.26,30.37,44.96,12.37,30.3,77.6
69,excellent,2.38926,21.93,16.85,29.87,16.38,38.24,37.04,30,43.22,12.57,30.3,77.7
70,excellent,2.38926,21.74,16.44,29.87,16.31,38.5,37.49,28.6,44.07,12.37,30.3,77.8
71,excellent,2.38926,22.44,16.44,29.72,16.24,38.76,37.04,37.13,44.37,12.52,30.3,77.9
72,excellent,2.38926,22.14,16.44,29.11,16.31,38.5,37.26,36.37,42.94,12.67,30.4,78.1
73,excellent,2.38926,21.64,16.23,28.81,16.58,38.5,36.82,33.58,40.29,12.57,30.4,78.1
74,excellent,2.38926,21.64,16.23,28.81,16.17,39.02,37.04,33.15,42.38,12.77,30.4,78.3
75,excellent,2.38926,21.64,16.03,29.26,16.17,38.5,37.49,28.77,42.66,11.62,30.4,78.3
76,excellent,2.38926,21.44,15.9,28.96,16.11,38.24,37.26,31.12,42.94,12.67,30.4,78.3
77,excellent,2.38926,21.35,16.03,30.18,16.17,39.02,37.26,37.92,42.11,12.62,30.4,78.4
78,excellent,2.38926,21.35,15.97,28.66,16.31,37.73,38.41,33.36,42.38,12.52,30.5,78.5
79,excellent,2.38926,21.54,15.71,32.53,16.11,38.24,36.82,30.37,41.58,12.67,30.5,78.6
80,excellent,2.38926,21.54,15.58,26.85,16.04,38.5,36.82,30.37,42.11,12.67,30.5,78.6
81,excellent,2.38926,21.25,15.58,27.95,16.17,45.34,37.26,41.35,42.94,12.62,30.5,78.6
82,excellent,2.38926,21.16,15.45,27.95,16.17,37.98,37.04,36.88,42.38,12.87,30.5,78.7
83,excellent,2.38926,20.97,15.45,27.53,16.11,37.23,38.89,35.16,40.8,12.87,30.5,78.7
84,excellent,2.38926,21.16,15.84,28.09,16.04,37.98,37.04,35.88,46.83,13.18,30.6,78.9
85,excellent,2.38926,20.97,15.26,27.67,16.04,37.73,37.04,30.37,40.8,12.67,30.6,78.9
86,excellent,2.38926,21.35,14.95,26.2,15.91,37.98,36.6,29.82,43.22,12.82,30.6,79
87,excellent,2.38926,21.25,15.07,27.53,15.91,36.51,37.26,41.35,42.94,12.52,30.6,79.1
88,excellent,2.38926,20.97,14.71,27.25,15.97,38.24,36.82,30.37,42.94,12.57,30.6,79.1
89,excellent,2.38926,20.88,14.71,26.85,15.97,38.76,39.38,38.18,40.54,12.32,30.6,79.2
90,excellent,2.38926,20.97,14.59,26.07,16.04,36.75,36.38,28.1,42.94,12.27,30.6,79.2
91,excellent,2.38926,20.78,14.36,26.59,15.97,37.73,36.82,27.94,42.66,12.52,30.6,79.3
92,excellent,2.38926,21.06,14.24,26.59,15.78,37.98,37.26,35.4,42.11,12.72,30.6,79.3
93,excellent,2.38926,20.69,14.3,26.07,15.91,36.75,37.26,29.29,41.84,12.57,30.7,79.5
94,excellent,2.38926,20.6,14.24,25.82,15.78,38.5,38.41,30,42.66,12.62,30.7,79.5
95,excellent,2.38926,20.42,13.96,25.69,15.78,39.83,36.6,32.52,42.38,12.32,30.7,79.5
96,excellent,2.38926,20.69,13.79,26.07,15.65,37.48,36.6,29.82,43.22,12.27,30.7,79.5
97,excellent,2.38926,20.51,13.68,25.32,15.71,37.23,36.6,30.55,42.94,11.52,30.7,79.6
98,excellent,2.38926,20.15,13.63,25.08,15.78,36.51,35.53,29.46,48.82,11.89,30.8,79.7
99,excellent,2.38926,20.33,13.46,24.84,15.52,41.83,36.38,28.77,43.78,11.75,30.8,79.8
100,excellent,2.38926,20.51,13.2,25.2,15.52,37.48,34.51,40.74,42.38,11.94,30.8,79.8
101,excellent,2.38926,20.42,13.2,27.25,15.65,36.51,36.82,28.1,43.22,11.85,30.8,79.9
102,excellent,2.38926,20.42,13.04,23.14,15.45,36.75,36.38,29.64,42.66,11.66,30.8,80
103,excellent,2.38926,20.24,12.99,23.58,15.45,36.99,36.82,30,42.66,11.94,30.8,80.1
104,excellent,2.38926,19.97,12.83,23.69,15.65,36.51,36.6,30,41.58,12.08,30.9,80.2
105,excellent,2.38926,19.88,12.63,23.47,15.52,37.73,36.38,30.37,42.94,11.99,30.9,80.2
106,excellent,2.38926,19.97,12.53,22.2,16.17,37.48,37.26,30.55,42.94,12.03,30.9,80.2
107,excellent,2.38926,20.06,12.24,23.58,15.39,36.27,36.16,33.15,47.15,12.18,30.9,80.3
108,excellent,2.38926,19.88,12.14,23.36,15.52,36.27,37.26,40.15,44.37,12.13,31,80.4
109,excellent,2.38926,19.88,11.9,22.83,15.45,35.81,36.16,41.35,40.29,12.08,30.9,80.3
110,excellent,2.38926,19.97,11.86,22.72,15.39,36.51,36.38,28.77,40.29,12.18,30.9,80.3
111,excellent,2.38926,19.8,11.77,23.25,15.45,35.81,35.53,30.37,41.32,12.08,31,80.5
112,excellent,2.38926,19.97,11.49,22.41,15.26,35.58,35.74,41.05,41.84,12.18,31,80.6
113,excellent,2.38926,19.88,11.49,22.1,15.2,35.81,35.74,30.74,42.66,11.85,31,80.6
114,excellent,2.38926,19.63,11.22,21.8,15.33,38.24,35.95,39.86,39.55,11.99,31,80.6
115,excellent,2.38926,20.06,11.09,22.72,15.14,36.51,35.74,30.37,42.66,12.13,31,80.8
116,excellent,2.38926,19.8,11.05,21.9,15.2,35.35,35.74,30.55,42.94,11.99,31.1,80.9
117,excellent,2.38926,19.71,10.96,21.41,15.2,36.04,36.16,30.74,41.58,12.03,31.1,80.9
118,excellent,2.38926,19.63,10.83,21.8,15.26,36.51,36.16,38.73,44.37,12.42,31.1,80.9
119,excellent,2.38926,19.8,10.71,21.51,15.14,35.13,35.53,35.64,42.66,11.75,31.1,80.9
120,excellent,2.38926,19.8,10.42,21.03,15.08,37.98,35.95,39.29,42.38,11.94,31.1,80.9
121,excellent,2.537,19.63,10.46,21.32,15.2,35.58,36.16,41.35,42.66,11.89,31.1,80.9
122,excellent,2.537,19.63,10.75,22.62,15.02,35.58,35.74,30.37,45.57,12.37,31.1,80.9
123,excellent,2.537,19.12,10.22,20.3,15.39,35.58,35.95,30,42.66,12.08,31.1,81
124,excellent,2.537,19.29,9.98,20.48,14.95,35.58,34.12,39.57,42.94,12.08,31.2,81
125,excellent,2.537,18.95,9.9,20.12,15.02,35.81,35.32,33.58,44.37,12.13,31.2,81
126,excellent,2.537,18.71,9.86,20.12,15.08,34.68,35.95,30.93,42.38,12.08,31.2,81
127,excellent,2.537,18.71,9.75,20.03,15.02,34.9,35.74,39.01,40.04,11.71,31.2,81.2
128,excellent,2.537,18.63,9.67,19.59,15.02,34.9,35.53,30.74,41.32,11.62,31.2,81.2
129,excellent,2.537,18.79,9.48,19.77,14.89,35.58,35.12,38.18,42.11,11.66,31.2,81.1
130,excellent,2.537,18.63,9.37,19.68,15.02,34.9,35.74,36.13,42.94,11.52,31.2,81
131,excellent,2.537,18.47,9.26,19.17,15.02,34.68,35.74,29.11,42.38,10.91,31.3,81.1
132,excellent,2.537,18.55,9.3,19.25,14.95,34.9,35.53,35.4,43.22,11.48,31.3,81
133,excellent,2.537,18.63,9.09,18.92,14.83,33.62,36.82,44.64,41.32,12.08,31.3,80.8
134,excellent,2.537,18.55,8.98,19.17,14.83,35.58,34.91,30.93,41.84,11.8,31.3,80.7
135,excellent,2.537,18.47,8.94,18.68,14.77,34.68,36.16,39.57,43.78,10.61,31.4,80.8
136,excellent,2.537,18.31,8.84,18.44,14.77,34.04,36.38,36.37,41.84,11.04,31.3,80.8
137,excellent,2.537,18.47,8.67,17.82,14.77,35.13,34.51,42.29,41.58,9.81,31.4,80.9
138,excellent,2.537,18.31,8.6,17.82,14.71,34.04,34.91,36.88,41.32,9.85,31.4,80.9
139,excellent,2.537,18.08,8.57,17.45,14.71,35.13,34.71,35.64,41.84,9.59,31.4,81
140,excellent,2.537,18.24,8.43,16.8,14.53,34.47,34.31,36.88,41.32,9.85,31.4,81.2
141,excellent,2.537,17.7,8.23,18.52,14.65,33.62,34.51,35.88,41.05,9.33,31.4,81.2
142,excellent,2.537,17.63,8.11,16.94,14.71,33.62,34.12,43.61,41.84,9.62,31.4,81.2
143,excellent,2.537,17.78,8.07,16.8,14.59,33.62,33.16,29.46,38.36,9.66,31.4,81.2
144,excellent,2.537,17.78,7.98,16.66,14.47,34.25,34.31,27.3,42.66,9.55,31.4,81.2
145,excellent,2.537,17.63,7.98,16.66,14.53,35.35,33.35,40.74,40.29,9.36,31.5,81.3
146,excellent,2.537,17.55,7.82,15.98,14.59,33.2,34.71,29.64,40.54,9.36,31.5,81.1
147,excellent,2.537,17.48,7.82,15.4,14.47,33.2,34.12,35.88,40.29,9.22,31.5,80.8
148,excellent,2.537,17.4,7.73,15.98,14.53,32.4,33.16,29.11,40.04,8.97,31.5,80.8
149,excellent,2.537,17.26,7.64,15.66,14.59,33.2,34.71,48,34.91,9.11,31.5,81
150,excellent,2.537,17.11,7.52,15.46,14.53,32.6,34.51,33.58,40.54,9.22,31.6,80.8
151,excellent,2.537,17.26,7.58,14.91,14.42,33.62,34.12,35.88,40.54,8.93,31.6,80.7
152,excellent,2.537,17.19,7.52,15.34,14.36,33.2,34.12,29.29,39.79,9.01,31.6,80.6
153,excellent,2.537,17.19,7.25,15.15,14.36,33.62,33.54,33.58,40.54,9.04,31.6,80.5
154,excellent,2.537,17.11,7.31,14.97,14.36,33.41,33.35,34.02,42.38,8.86,31.6,80.5
155,excellent,2.537,16.97,7.25,14.85,14.42,33,33.54,35.4,40.54,8.8,31.6,80.3
156,excellent,2.537,17.11,7.31,14.97,14.36,35.35,33.54,40.74,38.12,8.8,31.7,80.2
157,excellent,2.537,16.9,7.19,14.79,14.36,32.8,33.54,29.29,39.55,8.8,31.7,79.7
158,excellent,2.537,16.76,7.14,14.08,14.42,32.4,33.54,38.46,40.29,8.59,31.7,79.9
159,excellent,2.537,16.83,7.14,14.43,14.3,32.6,33.54,35.64,40.04,8.86,31.7,79.7
160,excellent,2.537,16.9,7.08,14.26,14.3,32.4,33.16,29.11,40.04,8.59,31.7,79.6
161,excellent,2.537,16.83,7.11,14.26,14.36,32.4,33.35,29.46,39.79,8.56,31.8,79.3
162,excellent,2.537,16.76,6.99,14.2,14.24,32.8,33.35,34.7,40.54,8.73,31.8,79.4
163,excellent,2.537,16.55,6.88,14.14,14.42,32.21,33.35,34.47,40.54,8.73,31.8,79.3
164,excellent,2.537,16.55,6.85,13.75,14.36,31.82,32.97,34.02,40.04,8.9,31.8,79.4
165,excellent,2.537,16.35,6.83,13.75,14.36,34.47,33.16,29.11,40.54,8.49,31.8,79.2
166,excellent,2.537,16.48,6.83,13.75,14.24,32.01,32.61,29.64,39.79,8.8,31.9,79.4
167,excellent,2.537,16.35,6.77,13.58,14.3,32.01,32.79,29.64,41.05,8.59,31.9,79.2
168,excellent,2.537,16.28,6.72,13.37,14.24,31.82,32.97,34.02,38.12,9.04,31.9,79
169,excellent,2.537,16.28,6.58,13.21,14.13,32.21,32.61,29.82,38.83,9.04,32,79
170,excellent,2.537,16.08,6.55,13,14.3,31.63,32.97,36.37,40.04,8.9,32,78.9
171,excellent,2.537,16.08,6.53,13.05,14.18,30.18,31.71,40.45,40.04,8.8,32,78.4
172,excellent,2.537,16.15,6.53,13,14.13,32.8,32.61,28.1,41.05,8.83,32,78.3
173,excellent,2.537,16.15,6.47,12.85,14.13,31.45,32.79,39.57,37.9,8.73,32,77.9
174,excellent,2.537,15.95,6.42,12.64,14.24,30.89,32.79,37.13,40.8,8.9,32.1,78.1
175,excellent,2.537,16.15,6.32,12.59,14.07,29.66,32.79,39.29,43.78,8.93,32.1,77.5
176,excellent,2.537,15.95,6.32,12.5,14.13,30.89,32.42,29.29,39.79,8.86,32.1,77.4
177,excellent,2.537,15.82,6.24,12.35,14.18,30,32.97,37.13,38.83,8.69,32.1,77.3
178,excellent,2.537,16.01,6.16,12.3,14.13,30.53,32.07,32.52,39.06,8.69,32.2,77.1
179,excellent,2.537,15.75,6.14,12.11,14.18,30.71,32.07,37.13,39.55,8.62,32.2,76.6
180,excellent,2.537,15.82,6.16,12.01,14.13,29.83,32.07,28.27,39.06,8.46,32.2,76.4
181,excellent,2.67614,15.75,6.14,11.32,14.13,30.71,31.37,28.1,39.55,8.76,32.2,76.2
182,excellent,2.67614,15.82,6.01,11.82,14.07,30,30.53,31.12,37.67,8.8,32.2,75.4
183,excellent,2.67614,15.56,6.01,11.96,14.24,29.83,31.03,26.69,38.36,8.8,32.3,75.6
184,excellent,2.67614,15.69,5.96,11.64,14.13,31.45,30.36,28.27,36.14,8.62,32.3,75
185,excellent,2.67614,15.49,5.94,11.55,14.18,30.71,33.92,29.11,39.3,8.66,32.3,74.3
186,excellent,2.67614,15.62,5.91,11.59,14.01,32.21,30.53,27.78,39.06,8.36,32.4,74.8
187,excellent,2.67614,15.56,5.84,11.5,14.13,30.18,30.2,35.16,37.67,8.66,32.4,75.5
188,excellent,2.67614,15.31,5.86,11.19,14.07,31.45,30.36,28.1,38.36,8.66,32.4,74.8
189,excellent,2.67614,15.49,5.86,11.5,14.01,30.71,30.86,28.94,38.83,8.26,32.4,75.1
190,excellent,2.67614,15.24,5.76,11.32,14.01,30,31.2,35.64,38.59,8.23,32.4,74.3
191,excellent,2.67614,15.31,5.76,11.23,13.96,30,31.37,32.52,37.9,8.36,32.5,75.4
192,excellent,2.67614,15.31,5.69,11.1,14.07,29.66,31.54,34.7,36.14,8.62,32.5,74.2
193,excellent,2.67614,15.12,5.74,11.19,14.01,29.66,31.2,33.36,40.29,8.56,32.6,74
194,excellent,2.67614,15.06,5.64,10.76,14.01,29.49,31.37,29.64,37.9,9.4,32.6,73.7
195,excellent,2.67614,15.06,5.64,10.72,13.84,29.49,31.03,29.11,37.9,9.51,32.6,73.7
196,excellent,2.67614,15.06,5.57,11.06,13.84,29.49,31.2,33.58,38.12,9.55,32.6,74.1
197,excellent,2.67614,14.87,5.52,10.47,13.84,30,31.03,32.52,37.9,9.4,32.6,73.6
198,excellent,2.67614,14.94,5.5,10.23,13.84,27.72,31.37,28.43,37.44,9.29,32.7,73.5
199,excellent,2.67614,14.69,5.41,10.35,13.96,28.34,31.03,33.36,37.44,9.62,32.7,73.6
200,excellent,2.67614,14.81,5.43,10.19,13.9,28.82,30.86,34.02,37.9,9.55,32.7,73.9
201,excellent,2.67614,14.75,5.41,10.15,13.9,28.82,30.69,28.77,37.44,9.55,32.7,73.2
202,excellent,2.67614,14.52,5.32,9.61,14.01,27.26,29.4,26.09,37,9.48,32.7,72.9
203,excellent,2.67614,14.64,5.29,9.64,13.79,27.41,30.53,37.39,37.44,9.66,32.7,72.6
204,excellent,2.67614,14.46,5.27,9.95,13.84,28.82,30.04,35.88,37,9.59,32.8,72.7
205,excellent,2.67614,14.46,5.22,9.8,13.84,28.18,30.36,28.77,37.67,9.66,32.7,74
206,excellent,2.67614,14.28,5.18,9.91,13.9,28.03,29.88,28.77,37.44,9.66,32.7,73.6
207,excellent,2.67614,14.23,5.25,9.76,13.96,26.1,30.69,31.71,36.57,9.33,32.8,73.1
208,excellent,2.67614,14.46,5.32,9.49,13.79,28.99,30.53,34.02,37.9,9.44,32.8,72.9
209,excellent,2.67614,14.4,5.43,9.35,13.73,28.66,30.36,31.32,37.22,9.51,32.8,72.7
210,excellent,2.67614,14.34,5.36,9.31,13.79,29.32,30.04,26.53,38.36,9.74,32.9,72.6
211,excellent,2.67614,14.34,5.27,9.13,13.79,27.87,30.2,32.11,36.57,9.44,32.8,72.8
212,excellent,2.67614,14.17,5.34,9.13,13.9,28.5,29.88,43.61,31.92,9.51,32.9,73
213,excellent,2.67614,14.11,5.18,8.88,13.84,28.03,30.04,35.16,36.35,9.59,32.9,72.3
214,excellent,2.67614,14.28,5.11,8.99,13.79,28.18,29.56,38.18,37.9,9.66,32.9,72.6
215,excellent,2.67614,14.17,5.07,8.88,13.96,27.26,30.36,27.3,36.14,9.62,32.9,72.4
216,excellent,2.67614,14.34,5.02,8.78,13.9,27.72,28.94,38.18,40.04,9.44,32.9,71.2
217,excellent,2.67614,14.28,4.6,8.81,13.96,27.56,29.88,32.52,37.22,9.7,32.9,68.6
218,excellent,2.67614,14.17,4.96,8.71,13.84,28.18,32.24,26.69,40.29,9.62,32.9,69.9
219,excellent,2.67614,14.23,4.89,8.61,13.9,27.56,30.36,39.86,38.12,9.66,33,70.8
220,excellent,2.67614,14.23,4.89,8.54,13.9,27.11,29.88,36.13,36.14,9.48,32.9,69
221,excellent,2.67614,14.34,4.89,8.57,14.01,27.41,29.1,37.39,36.78,9.48,33,68.9
222,excellent,2.67614,14.11,4.79,8.28,14.01,27.26,29.88,28.43,36.35,9.7,33,67
223,excellent,2.67614,14.11,4.83,8.44,13.96,26.96,30.2,27.94,37,9.48,33,68.3
224,excellent,2.67614,13.94,4.81,8.47,13.96,27.56,32.61,26.09,37,9.89,33.1,68.6
225,excellent,2.67614,13.89,4.74,8.28,13.84,26.53,29.56,34.7,35.72,9.97,33.1,69.3
226,excellent,2.67614,13.94,4.68,8.24,13.9,27.41,28.05,28.1,36.14,9.81,33.1,69.6
227,excellent,2.67614,13.89,4.7,8.61,13.96,26.53,29.25,33.8,35.93,9.59,33.1,69.1
228,excellent,2.67614,13.56,4.7,8.11,13.96,26.67,29.56,28.6,35.93,9.59,33.1,67.1
229,excellent,2.67614,13.78,4.62,8.24,13.9,26.67,29.4,27.94,35.51,9.74,33.1,68.8
230,excellent,2.67614,14,4.7,7.99,14.07,26.82,28.34,36.62,35.11,9.85,33.1,69
231,excellent,2.67614,13.89,4.64,7.86,13.96,25.96,29.1,34.02,35.72,9.89,33.2,66.4
232,excellent,2.67614,13.89,4.6,7.86,13.84,26.82,28.79,34.93,35.72,9.97,33.2,66.7
233,excellent,2.67614,14,4.66,7.83,14.01,26.82,29.25,28.77,35.31,9.81,33.2,67.6
234,excellent,2.67614,13.94,4.6,7.8,13.84,26.82,29.88,32.31,35.31,9.89,33.2,66.9
235,excellent,2.67614,13.89,4.55,7.71,13.9,26.39,28.64,38.46,32.99,9.93,33.2,66.8
236,excellent,2.67614,13.78,4.6,7.68,14.01,25.15,29.88,28.1,36.14,9.85,33.3,67.4
237,excellent,2.67614,13.83,4.51,7.62,13.96,26.82,29.72,34.25,33.55,9.81,33.3,66.9
238,excellent,2.67614,13.78,4.47,7.49,13.9,26.39,29.4,37.13,35.51,9.89,33.3,68
239,excellent,2.67614,13.67,4.51,7.43,13.96,26.1,29.72,26.84,35.11,9.62,33.3,67.4
240,excellent,2.67614,13.83,4.43,7.46,14.07,25.82,29.25,34.93,34.91,9.66,33.3,65.4
241,excellent,2.80692,13.72,4.41,7.38,13.84,28.82,29.56,28.43,34.91,9.81,33.4,65.8
242,excellent,2.80692,13.61,4.45,7.35,13.9,26.39,28.94,34.93,33.74,9.01,33.4,66.3
243,excellent,2.80692,13.72,4.39,7.11,14.13,25.82,29.25,28.43,34.51,10.21,33.4,67
244,excellent,2.80692,13.61,4.45,7.09,14.13,25.82,29.72,28.1,34.91,9.93,33.4,64.8
245,excellent,2.80692,13.67,4.39,7.11,14.13,25.28,29.4,30.74,34.31,9.97,33.5,63.3
246,excellent,2.80692,13.67,4.37,7.06,13.9,25.28,29.25,30.74,34.51,9.81,33.5,63.9
247,excellent,2.80692,13.5,4.37,7.06,13.9,25.15,28.94,27.78,35.11,9.78,33.5,64.2
248,excellent,2.80692,13.45,4.39,7.14,14.01,25.55,27.91,27.94,34.71,9.51,33.5,65.4
249,excellent,2.80692,13.45,4.31,7,14.07,24.63,31.71,28.6,34.12,9.93,33.5,64.7
250,excellent,2.80692,13.56,4.31,6.89,13.9,25.42,28.94,28.27,34.71,9.93,33.5,64.2
251,excellent,2.80692,13.4,4.27,6.81,14.01,25.96,27.91,35.16,33.55,9.93,33.6,64.8
252,excellent,2.80692,13.45,4.29,6.78,13.96,25.82,28.64,36.62,34.31,9.93,33.6,64.5
253,excellent,2.80692,13.34,4.25,6.75,14.07,25.55,28.94,37.92,32.27,9.97,33.6,64.1
254,excellent,2.80692,13.45,4.23,6.75,13.9,24.5,28.64,27.78,34.12,9.89,33.6,63.2
255,excellent,2.80692,13.34,4.23,6.48,13.84,25.02,28.64,27.94,34.31,9.85,33.6,63.7
256,excellent,2.80692,13.13,4.19,6.94,13.96,24,28.34,27.62,34.12,9.89,33.6,64.1
257,excellent,2.80692,13.13,4.17,6.53,13.79,25.42,28.34,28.27,34.31,9.85,33.6,65.2
